order_num,orderentry_num,productgroup,created_date,orderentry_revenue,user_id,customer_type,order_status,nettotalprice
180305-31137679,0,IM,3/5/2018,110.25,0566c,REGISTERED,COMPLETED,100.2300034
180305-31137679,1,IM,3/5/2018,1388.75,0566c,REGISTERED,COMPLETED,1262.5
180604-31359481,0,IM,6/4/2018,4047.300049,0571b,REGISTERED,COMPLETED,3679.360107
180429-31279190,0,IM,4/29/2018,876.8499756,0576a,REGISTERED,COMPLETED,797.1400146
180601-31356026,0,IM,6/1/2018,65,057f6,REGISTERED,COMPLETED,59.09000015
180226-31089307,1,IM,2/26/2018,110.25,057fd,REGISTERED,COMPLETED,100.2300034
180226-31089307,0,IM,2/26/2018,1388.75,057fd,REGISTERED,COMPLETED,1262.5
180523-31324274,0,IM,5/28/2018,79,5897,REGISTERED,COMPLETED,71.81999969
180306-31150137,0,IM,3/6/2018,89,058af,REGISTERED,COMPLETED,80.91000366
180228-31116996,1,IM,2/28/2018,1090.73999,5985,REGISTERED,COMPLETED,991.5800171
180228-31116996,0,IM,2/28/2018,108.2600021,5985,REGISTERED,COMPLETED,98.41999817
180317-31182624,0,IM,3/17/2018,1349,05b7e,REGISTERED,COMPLETED,1226.359985
180227-31110858,0,IM,2/27/2018,109.3499985,05be5,REGISTERED,COMPLETED,99.41000366
180227-31110858,1,IM,2/27/2018,1239.650024,05be5,REGISTERED,COMPLETED,1126.949951
180212-31029769,0,IM,2/12/2018,79,05c7d,REGISTERED,COMPLETED,71.81999969
180201-31010933,0,IM,2/1/2018,2998,05c91,REGISTERED,COMPLETED,2725.449951
180312-31164779,1,IM,3/12/2018,1239.650024,05cad,REGISTERED,COMPLETED,1126.949951
180312-31164779,0,IM,3/12/2018,109.3499985,05cad,REGISTERED,COMPLETED,99.41000366
180420-31259137,0,IM,4/20/2018,876.8499756,05d34,REGISTERED,COMPLETED,797.1400146
180227-31091291,0,IM,2/26/2018,1239.650024,05d80,REGISTERED,COMPLETED,1126.949951
